Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
801781;-440226615;-433180642;-9237414;826133;22825753;55792187
801782;360109696;354699298;-9239884;839936;22856038;51960797
801783;-118158502;-120064072;-9214664;856819;22863581;51126950
801784;-229091170;-223581572;-9213320;865890;22860834;56660121
801785;409155029;400458777;-9219200;864972;22837021;46468590
801786;-399898521;-395536029;-9254353;832733;22839206;61236642
801787;128082683;127827178;-9226389;838510;22846365;41965102
801788;175887910;169251899;-9232900;866449;22876936;65608908
801789;-421023714;-413826666;-9264119;844625;22835443;37766314
801790;391724292;385357508;-9241800;857873;22869115;69653017
801791;-182925081;-183576452;-9237047;852684;22870779;33896878
801792;-167364910;-162707012;-9234820;841975;22855961;73315758
801793;384889659;376168631;-9218338;866048;22866709;30468160
801794;-426683963;-421432469;-9250837;823897;22836573;76454843
801795;190952349;189452957;-9203609;846395;22846208;27595396
801796;112003857;106257996;-9244829;835844;22832699;79023377
801797;-391839744;-384718161;-9222698;841066;22833766;25364885
801798;413517533;406323332;-9222003;849719;22854075;80956488
801799;-243449979;-242880204;-9259788;831671;22846229;23767863
801800;-101818969;-98140377;-9209792;860667;22858530;82178180
801801;350963076;342403673;-9215616;867886;22895769;22843076
801802;-443418124;-437418807;-9241544;856051;22888520;82720371
801803;248886434;246163357;-9244275;833250;22863684;22675976
801804;45125120;40415897;-9255150;836765;22863240;82485696
801805;-353403933;-346540761;-9213862;845836;22876117;23248887
801806;425021043;417154952;-9231965;841527;22863505;81566907
801807;-298386850;-296620740;-9247168;834756;22850948;24557107
801808;-34061538;-31473160;-9215150;850811;22872704;79945305
801809;308302387;300075818;-9242124;856251;22886203;26504622
801810;-449518455;-442971093;-9250048;831347;22861760;77653418
801811;300619985;296692134;-9240964;854498;22877350;29098269
801812;-23017454;-26609113;-9259618;841373;22868458;74748509
801813;-306667950;-300262758;-9237303;850794;22877785;32283298
801814;425845188;417525734;-9237102;858116;22864648;71323840
801815;-346442568;-343497902;-9244377;853440;22874862;35983129
801816;34209830;35685990;-9230173;844053;22865442;67444761
801817;257709674;250053504;-9258867;843814;22879893;40046254
801818;-445137646;-438156202;-9220160;865416;22884168;63202269
801819;344540936;339551552;-9242905;842171;22875118;44427315
801820;-90994171;-93385399;-9249506;841134;22864904;58705920
801821;-252849984;-247038574;-9220945;844113;22862822;49030148
801822;416052915;407454212;-9245597;829760;22842935;54045213
801823;-386270860;-382266777;-9218342;859460;22871731;53724428
801824;101365376;101631859;-9201774;844757;22846933;49349789
801825;200692347;193736891;-9230647;852117;22848746;58334967
801826;-430082551;-422889779;-9215108;859451;22858235;44771648
801827;379909691;373954359;-9233864;843750;22842184;62835430
801828;-157038506;-158134604;-9245068;852172;22834926;40359010
801829;-193133431;-188060232;-9187861;867020;22863214;67119283
801830;395920866;387219648;-9238903;861832;22848558;36251780
801831;-417024614;-412066350;-9240721;837184;22859639;71037546
801832;165821171;164845030;-9198843;860330;22886604;32516919
801833;138506713;132395153;-9238182;844288;22876467;74526297
801834;-404902400;-397721143;-9202611;823377;22874363;29345949
801835;405811323;398951692;-9217864;840477;22869115;77445256
801836;-219420326;-219338999;-9249732;827882;22839782;26710284
801837;-128968268;-124853060;-9206933;857429;22883699;79805056
801838;365852369;357207210;-9248699;825527;22849117;24686016
801839;-437877994;-432150011;-9234427;834453;22874816;81518498
801840;225959978;223736307;-9203195;873856;22885849;23358907
801841;72669580;67542101;-9224985;844535;22882602;82492531
801842;-370164480;-363138060;-9219733;836364;22872110;22722786
801843;421547566;413964172;-9204061;861312;22898120;82700100
801844;-276814493;-275520354;-9250956;814357;22860142;22839726
801845;-61890022;-58810816;-9185467;862459;22897898;82234875
801846;326652590;318275784;-9239577;827810;22877683;23638848
801847;-448314052;-441950156;-9210854;842781;22870225;81067724
801848;280365452;276940761;-9195707;871974;22867182;25208640
801849;4769164;725196;-9247957;832989;22823910;79225356
801850;-326672529;-320056179;-9203669;858606;22856106;27413896
801851;426734950;418582361;-9200708;863991;22868074;76643938
801852;-327782673;-325298530;-9222272;865117;22860381;30253354
801853;6403434;8358246;-9216849;832605;22840238;73551168
801854;279187831;271271253;-9220757;864678;22864435;33589841
801855;-448215586;-441381794;-9250781;836420;22833233;69956808
801856;327613939;323058090;-9194862;878698;22888418;37416802
801857;-63453969;-66342357;-9236121;838634;22854839;65906653
801858;-275568874;-269496972;-9196087;862698;22868121;41642568
801859;421345177;412818632;-9233181;850551;22855010;61551901
801860;-371091097;-367517533;-9243345;831176;22866961;46123165
801861;74216149;74964104;-9212040;855402;22862894;57003447
801862;224640930;217377070;-9247351;836317;22867315;50763618
801863;-437480772;-430370346;-9225390;835008;22861209;52353774
801864;366676364;361083464;-9185668;880093;22905207;55457728
801865;-130436181;-132096012;-9246664;833408;22866022;47687078
801866;-218023637;-212664904;-9204070;845422;22886813;60063475
801867;405368337;396658338;-9241369;842747;22878903;43111330
801868;-405638242;-401073344;-9227562;871573;22893841;64480183
801869;139979660;139504162;-9237077;836211;22864994;38811067
801870;164361907;157890909;-9241429;849838;22884697;68649489
801871;-416308778;-409121425;-9201156;845815;22890560;34863129
801872;396474781;389957491;-9210824;857992;22880546;72383598
801873;-194475059;-194896746;-9248512;837926;22875669;31325853
801874;-155491490;-150996966;-9226141;846894;22887069;75680699
801875;379316514;370608183;-9260279;833028;22873211;28295360
801876;-430569625;-425150813;-9225762;857595;22894754;78424029
801877;202081907;200353318;-9233706;835485;22881015;25864354
801878;99853879;94300313;-9253521;808516;22859072;80526062
801879;-385383598;-378292023;-9182468;878314;22917269;24128324
801880;416396403;409083229;-9224755;820736;22886459;81931793
801881;-254135889;-253310139;-9225612;845222;22883020;23076800
801882;-89497361;-85966109;-9216691;845768;22874978;82671782
801883;343650094;335161237;-9219716;845661;22874461;22691665
801884;-445376157;-439270156;-9219835;851042;22862549;82661482
801885;259002696;256041992;-9224985;840789;22858794;23032806
801886;32636488;28114478;-9232507;834124;22890764;81917952
801887;-345372232;-338570304;-9227950;831927;22878673;24190830
801888;425911675;418003707;-9217962;837495;22892296;80458052
801889;-307877064;-305840904;-9237273;836206;22864857;25984486
801890;-21477431;-19067997;-9193412;866611;22898158;78339682
801891;299403268;291277649;-9242261;823842;22888776;28410722
801892;-449537241;-442905062;-9225237;844851;22888290;75615266
801893;309305681;305185088;-9231581;833489;22863552;31444437
801894;-35658496;-39021960;-9229009;849186;22902694;72289280
801895;-297235008;-290909602;-9210786;832580;22875532;34993280
801896;424829354;416427374;-9238020;830916;22876219;68509883
801897;-354425591;-351279965;-9234205;833966;22870259;38991061
801898;46719394;47982613;-9226137;853504;22866419;64353693
801899;247606579;240081587;-9256157;823364;22872025;43286472
801900;-443134118;-436107208;-9243660;832618;22867861;59909687
801901;351815159;346609740;-9251822;842282;22886523;47816302
801902;-103386329;-105558344;-9244689;834457;22887086;55270967
801903;-242178449;-236517559;-9213094;847633;22904729;52479389
801904;413144968;404471748;-9246374;843025;22894468;50589239
801905;-392625356;-388467673;-9251524;838673;22870634;57168793
801906;113561181;113570436;-9227319;837111;22846033;45952204
801907;189542016;182696874;-9257190;836142;22867127;61700270
801908;-426154743;-418971656;-9254536;848750;22882973;41488972
801909;385454293;379303129;-9247445;840029;22880853;66029781
801910;-168846856;-169766702;-9269094;838647;22861145;37301649
801911;-181521472;-176643852;-9254464;834683;22852578;70066244
801912;391075827;382354402;-9228390;871304;22887112;33467665
801913;-421603703;-416535150;-9263304;827285;22861563;73680661
801914;177339942;176114833;-9222839;838950;22876070;30139336
801915;126526203;120590489;-9236241;852296;22901875;76763281
801916;-399174208;-392012014;-9226504;850944;22875323;27348057
801917;409501474;402502080;-9250478;834214;22857975;79276352
801918;-230456994;-230144563;-9240460;853824;22884292;25166037
801919;-116713664;-112777467;-9239987;850538;22867652;81125486
801920;359289911;350690385;-9236292;875963;22899579;23652458
801921;-440582126;-434722973;-9245926;848277;22880977;82322474
801922;236516787;234065497;-9226816;840904;22885602;22829068
801923;60194086;55255560;-9239816;845461;22890803;82750169
801924;-362754888;-355825907;-9216686;857531;22895470;22728021
801925;423298043;415600883;-9220787;851131;22878784;82462323
801926;-286783876;-285253111;-9240268;859157;22882854;23408563
801927;-49326954;-46451972;-9247509;829277;22864494;81422510
801928;318426939;310145860;-9244782;860987;22903833;24749128
801929;-449107157;-442650082;-9232128;850368;22886498;79762363
801930;289674406;286033608;-9219178;861713;22902361;26771037
801931;-7846293;-11689779;-9281971;815052;22841894;77381393
801932;-317762154;-311216857;-9215065;872375;22900049;29458077
801933;426572936;418337164;-9231112;847876;22881416;74401843
801934;-336392405;-333720853;-9258645;835140;22873544;32682700
801935;19068736;20773346;-9251114;836851;22857920;70945267
801936;269596544;261777220;-9236433;856985;22889689;36435507
801937;-446988846;-440112878;-9227724;854289;22854169;66995153
801938;335524083;330761527;-9230229;846570;22862574;40491929
801939;-75968072;-78635020;-9277563;825309;22833032;62711513
801940;-265353160;-259388620;-9229606;874026;22877990;44930692
801941;419178389;410596416;-9264106;846276;22843908;58172782
801942;-378163861;-374422681;-9258261;838148;22845742;49527889
801943;86614532;87113578;-9222165;870993;22855594;53518092
801944;213898355;206744960;-9249006;856051;22859396;54215756
801945;-434331635;-427191884;-9236612;860578;22873587;48874568
801946;372906146;367118711;-9235643;870737;22894011;58851955
801947;-142552520;-143985472;-9269674;843528;22865301;44292689
801948;-206806950;-201584307;-9226261;870980;22892326;63356765
801949;401308646;392589721;-9260194;870357;22873211;39894813
801950;-410995592;-406257134;-9242717;870553;22881228;67589081
801951;151803174;151073949;-9230357;858555;22852633;35810009
801952;152673898;146362628;-9265608;856981;22855206;71461218
801953;-411390033;-404188526;-9219084;862873;22853286;32212108
801954;400915746;394227797;-9228044;861260;22857595;74891592
801955;-205898568;-206094370;-9233536;860949;22855086;29066956
801956;-143495244;-139176055;-9229077;851848;22848802;77791462
801957;373379767;364706632;-9248324;847168;22871616;26449348
801958;-434080426;-428524155;-9256366;842432;22859238;80060573
801959;213076868;211120793;-9213367;878587;22872516;24522137
801960;87568512;82208038;-9280985;828224;22843609;81666679
801961;-378662937;-371593254;-9226611;858973;22879799;23281604
801962;418951377;411536524;-9216000;856793;22897992;82548386
801963;-264545928;-263499562;-9217962;861990;22894690;22740253
801964;-76978124;-73654382;-9214084;854318;22871808;82731340
801965;336117538;327686126;-9257437;848243;22869256;22910429
801966;-446972142;-440731972;-9225536;872857;22889139;82187174
801967;268790225;265645674;-9233173;849898;22863057;23800059
801968;19988966;15692147;-9250385;853286;22872934;80901043
801969;-337010649;-330285802;-9226752;865851;22892441;25441996
801970;426532352;418496964;-9220125;859771;22881834;78942310
801971;-317060723;-314844228;-9233548;853414;22876770;27732612
801972;-8809612;-6616563;-9205606;876266;22900010;76380454
801973;290366092;282338363;-9241390;844480;22890496;30605222
801974;-449164919;-442448806;-9220407;848832;22881937;73212514
801975;317744661;313439543;-9228693;858568;22876061;34012774
801976;-48331592;-51485576;-9240742;850056;22874683;69538794
801977;-287519603;-281308992;-9210517;833826;22898385;37906261
801978;423454702;414995942;-9231488;830485;22888989;65465416
801979;-362159159;-358848968;-9236518;848375;22902062;42160157
801980;59301081;60290538;-9204211;854583;22902101;61066218
801981;237354158;229906201;-9236266;854848;22892697;46649173
801982;-440748885;-433712132;-9233868;831462;22881002;56523562
801983;358744102;353337066;-9216311;877525;22896695;51255206
801984;-115730316;-117672644;-9216247;886647;22912140;51836838
801985;-231314747;-225802176;-9216691;878916;22900544;55973410
801986;409841984;401136593;-9222071;869730;22899434;47164232
801987;-398721774;-394401937;-9241288;862472;22881625;60569015
801988;125660241;125430084;-9225267;862280;22881224;42642491
801989;178189414;171511278;-9242602;873928;22886289;64983658
801990;-421944285;-414752315;-9216285;869226;22874112;38379545
801991;390666854;384314346;-9230788;865454;22874568;69076424
801992;-180574233;-181281894;-9251929;849885;22865540;34456209
801993;-169773491;-165074589;-9220454;857830;22884825;72800977
801994;385959598;377220070;-9240145;863513;22867989;30971515
801995;-425857523;-420645862;-9231406;878617;22871368;76038698
801996;188716437;187240930;-9215278;851110;22869939;27999837
801997;114497181;108718694;-9227609;871082;22890406;78694259
801998;-393108855;-385971886;-9221964;859933;22887236;25677465
801999;412859110;405709593;-9227793;853636;22876283;80701239
802000;-241307933;-240777024;-9249715;845764;22861175;23979050
802001;-104346060;-100601472;-9218688;854476;22863377;82060979
802002;352399842;343847884;-9249211;840861;22847837;22971200
802003;-442986594;-436984064;-9216925;870216;22876373;82707929
802004;246861785;244180889;-9225979;857958;22865941;22693312
802005;47699754;42950557;-9243076;859020;22874995;82615031
802006;-355026530;-348114594;-9234790;843639;22869465;23169198
802007;424683972;416905753;-9220953;852868;22885708;81774924
802008;-296510459;-294744230;-9224443;870506;22918246;24342485
802009;-36687598;-34015662;-9221905;856128;22873766;80260330
802010;309977796;301775099;-9229734;864046;22912034;26209659
802011;-449543620;-442978137;-9258986;827814;22855854;78102161
802012;298726570;294882777;-9199513;862126;22911176;28716305
802013;-20477568;-24113668;-9260360;844680;22857271;75268898
802014;-308597376;-302172906;-9224682;850828;22863027;31817301
802015;425989346;417657634;-9231163;852864;22855620;71883857
802016;-344741380;-341870553;-9244654;848426;22853849;35418359
802017;31647317;33135185;-9223240;850542;22858909;68066487
802018;259768814;252063172;-9248000;858265;22881646;39440499
802019;-445446220;-438496132;-9244723;844322;22866555;63887368
802020;343129578;338160618;-9201228;879278;22891746;43775624
802021;-88394739;-90836885;-9270186;849015;22851400;59438037
802022;-254976268;-249121787;-9236398;864695;22871453;48355656
802023;416623846;408012586;-9245102;850538;22843016;54772868
802024;-384949431;-380994112;-9279257;826606;22840256;53031257
802025;98866201;99182050;-9244940;843784;22848657;50089369
802026;202894502;195934510;-9245367;865203;22867976;57694370
802027;-430855005;-423677913;-9225736;854656;22853273;45493546
802028;378823385;372855735;-9248217;850133;22861917;62220578
802029;-154528448;-155741909;-9268296;865275;22854088;41063884
802030;-195437132;-190386154;-9226419;871121;22891195;66545237
802031;396859810;388116625;-9265092;850124;22860403;36868561
802032;-416037964;-411157508;-9242355;871193;22900036;70523852
802033;163486118;162514107;-9228027;873770;22886647;33104631
802034;140919569;134768465;-9275694;829666;22862848;74071406
802035;-406011763;-398830400;-9230886;853282;22888678;29828548
802036;405011468;398182668;-9243084;860565;22862976;77093482
802037;-217174813;-217121600;-9254771;863893;22842107;27101358
802038;-131420061;-127259899;-9223641;861184;22843392;79523976
802039;367130594;358481723;-9254681;843601;22850948;24954474
802040;-437290022;-431595648;-9239458;848674;22851733;81316288
802041;223813516;221630382;-9237614;857258;22857075;23522150
802042;75162662;69994803;-9269683;854446;22897749;82393693
802043;-371630728;-364613858;-9259618;838434;22867771;22797068
802044;421122248;413580727;-9242056;856409;22883805;82744162
802045;-274763579;-273507089;-9256110;859750;22913544;22807620
802046;-64439650;-61315963;-9242457;845674;22874107;82397256
802047;328254967;319877956;-9258585;861354;22881864;23501388
802048;-448145834;-441801706;-9242662;859814;22909576;81300279
802049;278445440;275054387;-9246485;840657;22875451;24920204
802050;7352644;3258176;-9263739;854711;22877772;79500424
802051;-328474956;-321807236;-9210150;884032;22908480;27041779
802052;426737169;418638937;-9270097;842888;22858769;77054084
802053;-326020125;-323565329;-9241672;863069;22888183;29790877
802054;3835490;5833659;-9228036;867148;22872115;74049702
802055;281111577;273194013;-9252364;862997;22887389;33053060
802056;-448425271;-441603136;-9246732;859221;22875502;70518818
802057;325975240;321465646;-9260275;833147;22875046;36812228
802058;-60912925;-63818350;-9259033;839236;22858449;66523174
802059;-277607867;-271486007;-9206306;872490;22893021;41011217
802060;421747063;413241745;-9232038;850338;22871227;62254404
802061;-369562124;-366026922;-9265506;848076;22865578;45480209
802062;71757363;72549410;-9251396;832081;22824840;57705902
802063;226771456;219474436;-9240025;873506;22879210;50065523
802064;-438059123;-430963827;-9249996;835724;22841544;53042342
802065;365320435;359774954;-9239458;818969;22850082;54734890
802066;-127966980;-129663172;-9245546;841821;22847445;48383526
802067;-220357124;-214920665;-9250624;832004;22850342;59379899
802068;406135705;397457749;-9255556;860565;22879441;43806382
802069;-404524710;-399981030;-9262246;859072;22879236;63866521
802070;137592669;137177544;-9220736;864332;22884608;39452633
802071;166716625;160228625;-9251456;868279;22895680;68050218
802072;-417339421;-410119940;-9266001;841582;22853192;35425979
802073;395513821;389043144;-9254587;834086;22858602;71862702
802074;-192175859;-192614045;-9234009;865450;22875481;31822993
802075;-157936947;-153373064;-9247155;822882;22828817;75243114
802076;380438408;371747443;-9232789;851477;22849203;28728823
802077;-429841830;-424428411;-9216034;865075;22864742;78071880
802078;199860189;198189563;-9231539;848546;22833894;26210368
802079;102334830;96770077;-9259293;854579;22851946;80245922
802080;-386714163;-379617045;-9267852;834133;22813512;24355665
802081;415837572;408577962;-9210922;887330;22874777;81764757
802082;-251986858;-251193143;-9248541;839351;22827925;23177518
802083;-91983470;-88415441;-9226210;857186;22862493;82627067
802084;345205388;336707938;-9225156;876253;22882235;22711709
802085;-444972864;-438854950;-9216588;864593;22873416;82701879
802086;256976401;254089864;-9240392;837964;22855163;22948049
802087;35160768;30646395;-9245538;839364;22873536;82053299
802088;-347028586;-340186909;-9227204;846481;22866854;23949529
802089;425771426;417880379;-9237290;856733;22874048;80696465
802090;-305986419;-304008785;-9250982;850427;22878442;25633941
802091;-24040260;-21577787;-9226517;844599;22869060;78684023
802092;301268270;293139379;-9247424;869934;22886805;27983731
802093;-449610747;-442955869;-9243114;849664;22866773;76042931
802094;307543991;303501691;-9238549;856652;22867844;30912704
802095;-33117098;-36511829;-9294152;820245;22837678;72787114
802096;-299172736;-292824972;-9225211;865326;22892825;34404505
802097;425053154;416684322;-9241937;866530;22871244;69069213
802098;-352828625;-349713570;-9236770;864618;22883229;38334263
802099;44172522;45478856;-9219114;865945;22885290;64963285
802100;249704038;242122615;-9252736;866026;22885593;42624405
802101;-443565175;-436569088;-9237329;834295;22857156;60593126
802102;350342233;345199347;-9206617;862165;22860612;47128597
802103;-100868108;-103073988;-9253090;848358;22826918;55996556
802104;-244348987;-238640012;-9219541;858056;22849186;51795515
802105;413739217;405095539;-9243165;855193;22835763;51304072
802106;-391391709;-387267054;-9257186;849574;22829393;56470156
802107;111104221;111155972;-9213465;860608;22856576;46644825
802108;191813188;184957277;-9261499;835925;22843899;61061358
802109;-427005939;-419840640;-9203187;873693;22869777;42166233
802110;384416098;378279240;-9215726;856640;22875933;65417096
802111;-166424413;-167390801;-9239769;845585;22873651;37919790
802112;-183865356;-178947549;-9236262;841553;22868817;69504785
802113;392092138;383375837;-9217211;871155;22892753;34006084
802114;-420733303;-415679022;-9255432;841531;22870135;73165043
802115;174998472;173824942;-9217088;865092;22883541;30584571
802116;128956061;122977390;-9262075;842568;22861294;76325478
802117;-400335752;-393189448;-9232648;852484;22856132;27728200
802118;408817450;401836347;-9240661;859178;22876689;78944017
802119;-228232000;-227956198;-9241109;854024;22871927;25457216
802120;-119185796;-115209433;-9227029;860002;22872644;80888541
802121;360662318;352058653;-9244731;838771;22881429;23809395
802122;-440047453;-434208977;-9241198;855513;22874747;82163635
802123;234428330;232016354;-9230459;857723;22872025;22897928
802124;62720942;57749815;-9241796;868902;22882577;82723110
802125;-364251950;-357294604;-9242568;862190;22883200;22719202
802126;423032896;415355746;-9252403;858112;22857476;82558229
802127;-284767445;-283275494;-9237858;872166;22880162;23272541
802128;-51883852;-48945228;-9226547;837495;22867264;81665045
802129;320093922;311807466;-9238877;839765;22872695;24502429
802130;-449028364;-442570372;-9236339;870336;22872021;80070656
802131;287797768;284217395;-9242414;857757;22856507;26434901
802132;-5294336;-9165499;-9269674;858248;22857664;77787985
802133;-319636723;-313067447;-9223342;873514;22862139;29024870
802134;426619618;418410568;-9228983;873433;22873152;74895483
802135;-334688294;-332034380;-9247424;860565;22869789;32177241
802136;16478144;18261922;-9206327;870242;22871671;71484249
802137;271545356;263749017;-9251328;849557;22884258;35809442
802138;-447289531;-440404262;-9242965;857518;22885367;67629969
802139;333926698;329226124;-9263176;843349;22884501;39878455
802140;-73438954;-76126634;-9249557;873847;22881826;63389414
802141;-267486020;-261473250;-9265514;830220;22863492;44239765
802142;419654400;411113873;-9217177;874752;22904059;58859741
802143;-376744281;-373012595;-9247517;856093;22881322;48833092
802144;84093687;84667161;-9213734;862912;22886050;54225164
802145;216076313;208922875;-9270745;844782;22874406;53505420
802146;-434975910;-427840669;-9221196;870519;22897258;49556296
802147;371673723;365945041;-9247769;832025;22869452;58146141
802148;-140069636;-141531511;-9234052;860134;22885661;44947933
802149;-209104925;-203846899;-9207108;877397;22898406;62705659
802150;402133286;393410931;-9232413;853977;22892471;40559944
802151;-409937655;-405252155;-9238976;843362;22875400;67004509
802152;149407948;148729578;-9217224;833992;22840401;36432452
802153;155081800;148727611;-9228919;868262;22886634;70913553
802154;-412389926;-405201284;-9237589;840388;22862779;32705160
802155;400071786;393402734;-9233651;845448;22865408;74386764
802156;-203577587;-203823598;-9260381;829708;22864836;29469499
802157;-145943667;-141585800;-9195690;862715;22881881;77373815
802158;374594197;365902186;-9242188;828821;22853090;26801177
802159;-433431138;-427896204;-9249096;831662;22868036;79763750
802160;210831453;208922449;-9207867;867140;22889629;24766997
802161;90040012;84646109;-9265378;837260;22860898;81455300
802162;-380079961;-373006728;-9240093;856503;22873041;23398515
802163;418466743;411052595;-9214233;881578;22891904;82442995
802164;-262463428;-261476573;-9265621;852036;22852970;22753928
802165;-79552200;-76204437;-9246284;841365;22874069;82712234
802166;337670673;329199185;-9237102;854771;22898982;22821819
802167;-446631240;-440422237;-9240162;854468;22896520;82303377
802168;266834112;263715882;-9218282;851805;22897322;23606860
802169;22536328;18195571;-9248426;853760;22889344;81112349
802170;-338779840;-332012253;-9219033;862472;22914077;25130722
802171;426439872;418441945;-9245593;843571;22888085;79249412
802172;-315217651;-313029380;-9230088;848558;22903658;27340296
802173;-11411328;-9165248;-9209181;867063;22912955;76782818
802174;292208290;284176162;-9235264;846515;22891805;30099571
802175;-449277201;-442544648;-9224473;832610;22882875;73677717
802176;316085657;311806455;-9235084;827869;22875596;33443639
802177;-45753932;-48929924;-9234726;871850;22905932;70116424
802178;-289558980;-283314973;-9241484;834956;22883421;37286809
802179;423726254;415296392;-9229862;841774;22889762;66069589
802180;-360655065;-357343995;-9223112;860441;22913510;41493329
802181;56688601;57767445;-9226487;855436;22883157;61732974
802182;239388373;231925384;-9228450;868096;22899460;45906385
802183;-441290594;-434250798;-9236211;846318;22871296;57165166
802184;357346372;352004915;-9220561;867093;22873489;50538397
802185;-113245107;-115219148;-9249868;835003;22867592;52494549
802186;-233551876;-227983876;-9220458;857177;22882833;55223624
802187;410543641;401866794;-9235797;855253;22881736;47818291
802188;-397526344;-393228663;-9223556;852083;22882547;59861367
802189;123182715;122999133;-9221260;830212;22846421;43268014
802190;180507861;173804778;-9225403;875797;22925132;64311795
802191;-422823061;-415624814;-9223193;844864;22897198;39009570
802192;389648017;383369774;-9227882;847193;22892104;68480187
802193;-178182365;-178922355;-9256763;832448;22883737;35008576
802194;-172173009;-167426628;-9214963;859097;22917495;72256725
802195;386968396;378250286;-9225228;857122;22902690;31434257
802196;-425085798;-419887552;-9243059;848183;22880217;75568580
802197;186383462;184988334;-9216460;853892;22894946;28403238
802198;116921105;111127526;-9255833;838907;22889817;78318331
802199;-394381973;-387228138;-9229811;860155;22890107;25968166
802200;412206144;405076765;-9215526;868044;22917102;80431385
802201;-239146653;-238650722;-9245986;846011;22899989;24188100
802202;-106898542;-103114585;-9218402;853064;22886365;81885751
802203;353795238;345238677;-9248157;832503;22877073;23048921
802204;-442547682;-436587682;-9218897;855940;22902058;82630131
802205;244759168;242111825;-9227908;837397;22875985;22646976
802206;50243895;45448793;-9203118;859874;22899793;82633732
802207;-356623667;-349751790;-9227012;848149;22872388;22998446
802208;424494912;416685563;-9247995;844108;22878523;81908928
802209;-294533760;-292843724;-9241902;847688;22883874;24091161
802210;-39231287;-36519253;-9220010;865271;22895091;80499861
802211;311731080;303502574;-9262293;845683;22882781;25862310
802212;-449473348;-442956778;-9247641;849553;22875980;78461764
802213;296956748;293120721;-9262737;822877;22849454;28276420
802214;-17919351;-21598084;-9241813;860544;22888908;75706722
802215;-310510523;-304044492;-9263389;827733;22853465;31297045
802216;426138406;417832247;-9222856;870485;22889877;72416844
802217;-343070468;-340237760;-9274372;828364;22853815;34835255
802218;29117589;30634077;-9191530;864247;22899566;68652040
802219;261759453;254030489;-9249501;832366;22862762;38785621
802220;-445801228;-438883101;-9227639;857740;22883886;64514099
802221;341550310;336595733;-9252471;823761;22858056;43081250
802222;-85921412;-88416913;-9229981;865702;22886856;60089194
802223;-257061721;-251214993;-9214899;861546;22911010;47629973
802224;417191782;408577868;-9240763;830203;22873868;55433049
802225;-383570901;-379662122;-9233139;854105;22894967;52296725
802226;96437939;96772915;-9222894;854651;22897604;50755639
802227;205162619;198121783;-9250611;846382;22914555;56962722
802228;-431588876;-424427302;-9222344;839611;22897954;46168358
802229;377618653;371684151;-9237900;830498;22876083;61531379
802230;-152124407;-153383082;-9217331;856524;22873646;41679274
802231;-197743645;-192658756;-9215283;858137;22881425;65880371
802232;397807185;389057809;-9238016;832968;22883780;37459421
802233;-415027110;-410202240;-9242167;837585;22904358;69937540
802234;161133171;160214391;-9229201;826892;22880251;33616311
802235;143316445;137122299;-9227438;848183;22904392;73534208
802236;-407122082;-399948155;-9215748;852522;22910400;30249203
802237;404224187;397419246;-9235511;834841;22871505;76619127
802238;-214879172;-214891682;-9241561;858474;22892531;27423662
802239;-133873668;-129661708;-9203549;852552;22895261;79154726
802240;368467822;359822131;-9248640;842666;22878656;25228049
802241;-436635076;-430968558;-9250419;828757;22858022;81087688
802242;221663505;219546683;-9198566;858525;22876834;23682368
802243;77667272;72474871;-9225732;860002;22886779;82254848
802244;-373078600;-366051460;-9244083;829401;22845542;22832320
802245;420696648;413164134;-9224942;849275;22869312;82705894
802246;-272743513;-271538137;-9230745;839645;22861414;22716373
802247;-66988637;-63834901;-9211447;838233;22854284;82463458
802248;329887692;321491537;-9230681;851592;22871385;23335347
802249;-447927556;-441622528;-9203464;863035;22899686;81504294
802250;276530444;273171972;-9229401;834995;22865113;24672273
802251;9936563;5792738;-9232810;839701;22871010;79815765
802252;-330253299;-323577314;-9200477;856315;22891584;26672443
802253;426733764;418625881;-9212778;870694;22873800;77481655
802254;-324202833;-321805440;-9225058;865339;22881348;29343722
802255;1270003;3299438;-9221030;844765;22869853;74549239
802256;283014626;275067212;-9216887;867345;22897152;32563648
802257;-448588053;-441801838;-9231833;842410;22858581;71097382
802258;324372330;319873203;-9210705;869077;22868620;36244181
802259;-58320294;-61307618;-9262156;830451;22823765;67185262
802260;-279604394;-273477175;-9231244;845397;22851763;40367146
802261;422095534;413595259;-9224814;864759;22855530;62889979
802262;-368130722;-364643050;-9231488;854852;22860514;44768430
802263;69230007;70055982;-9233557;838813;22835345;58379438
802264;228951257;221625907;-9222732;877657;22885090;49371161
802265;-438641156;-431549201;-9227741;850342;22868258;53753049
802266;364026542;358505949;-9200823;866453;22901508;54034406
802267;-125504034;-127242534;-9230246;855906;22880507;49063453
802268;-222591445;-217141725;-9204189;851118;22897032;58682197
802269;406903654;398211003;-9247193;823564;22850726;44458065
802270;-403354649;-398862698;-9209433;880635;22900676;63202457
802271;135233860;134813986;-9232422;838037;22858764;40090790
802272;169061700;162519479;-9225425;865587;22893546;67424648
802273;-418265173;-411072768;-9216981;855406;22866944;36010453
802274;394598506;388135620;-9236676;830216;22843635;71319543
802275;-189787912;-190311317;-9219072;867072;22885640;32324134
802276;-160335876;-155784695;-9233297;843511;22848004;74741696
802277;381589917;372882700;-9216294;869670;22886621;29140125
802278;-429059959;-423721715;-9223419;872145;22882683;77670011
