Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
791633;-444010969;-437000849;-9266696;853047;22871901;61298385
791634;348779592;343689894;-9229994;872819;22908672;46362244
791635;-98201514;-100422903;-9256571;849941;22877077;56744640
791636;-246743603;-240959667;-9221081;852096;22885478;51018222
791637;414382229;405796970;-9216537;879432;22900620;52002201
791638;-390044181;-385891165;-9244736;856264;22882385;55682888
791639;108416785;108606489;-9224238;878574;22891097;47367620
791640;194213290;187378491;-9253060;863688;22893324;60312320
791641;-427942139;-420700531;-9245700;855825;22841693;42887040
791642;383183560;377133973;-9215991;886502;22878890;64720691
791643;-163888947;-164869166;-9237751;873745;22880213;38582617
791644;-186424635;-181438720;-9245047;855722;22857028;68857019
791645;393167240;384468539;-9241856;863453;22866965;34614801
791646;-419739793;-414704750;-9251767;858645;22875234;72613128
791647;172481877;171392733;-9248904;855082;22854493;31123161
791648;131548586;125566084;-9259200;879581;22882419;75875682
791649;-401661077;-394461102;-9275366;840955;22838301;28133550
791650;407973516;401083904;-9226572;870365;22862617;78514880
791651;-225835054;-225588812;-9278348;842598;22852659;25760921
791652;-121865233;-117827729;-9216302;872541;22907008;80589896
791653;362095044;353504004;-9249937;844416;22892535;24000298
791654;-439489318;-433668923;-9245256;860864;22886924;82002299
791655;232098560;229762461;-9242944;831424;22862472;22988386
791656;65455257;60476241;-9243285;879799;22891899;82689228
791657;-365953258;-358942122;-9268923;860433;22846336;22696226
791658;422605154;414984051;-9260693;842786;22859648;82627592
791659;-282617288;-281146585;-9273233;844953;22863338;23139302
791660;-54621858;-51637448;-9246451;843328;22850905;81843750
791661;321919978;313625220;-9236061;875370;22898508;24254946
791662;-448835379;-442395362;-9236697;873612;22892394;80367987
791663;285776196;282261738;-9224093;877196;22877354;26071240
791664;-2556659;-6437384;-9263261;850338;22839505;78186790
791665;-321601681;-315006613;-9227323;867182;22867200;28560597
791666;426689045;418512900;-9236736;856243;22856503;75382775
791667;-332845589;-330212983;-9262139;853482;22868480;31643686
791668;13632823;15485934;-9230715;855756;22860177;72068147
791669;273609139;265806886;-9244659;861657;22871539;35192192
791670;-447599027;-440703556;-9248533;851426;22857898;68297762
791671;332191074;327548505;-9242726;851669;22862237;39204774
791672;-70694690;-73419387;-9259793;827281;22847884;64108462
791673;-269718340;-263684945;-9233497;852804;22873139;43547268
791674;420134246;411604283;-9265702;826611;22859016;59639816
791675;-375224776;-371533205;-9223091;883084;22912392;48114082
791676;81407253;82041958;-9230954;860164;22877376;55019507
791677;218458184;211284219;-9264691;854510;22876787;52779635
791678;-435675392;-428533555;-9249361;849489;22872605;50342323
791679;370281604;364602346;-9231799;867396;22894643;57412138
791680;-137426585;-138919552;-9268347;855684;22871330;45726933
791681;-211605602;-206267080;-9245431;870365;22885491;61986658
791682;403066005;394379404;-9278088;853721;22882001;41260974
791683;-408756125;-404074478;-9252876;886536;22910894;66329774
791684;146857710;146258444;-9235502;877196;22880896;37053230
791685;157624140;151280119;-9261299;854600;22870656;70297860
791686;-413535018;-406303121;-9252296;849139;22862152;33293512
791687;399091985;392491827;-9248089;864119;22875976;73868727
791688;-201141687;-201397751;-9242184;869243;22881732;29978764
791689;-148623543;-144192153;-9242423;847202;22871313;76935850
791690;375914875;367275716;-9254702;872294;22890675;27208524
791691;-432680823;-427159180;-9250670;866700;22866547;79420300
791692;208487825;206650901;-9233100;873198;22873352;25054058
791693;92735513;87309179;-9255133;871458;22893418;81214485
791694;-381556317;-374453431;-9235238;868177;22894498;23573760
791695;417917922;410558711;-9266248;846263;22882705;82324544
791696;-260217348;-259232021;-9256170;864708;22901145;22790314
791697;-82253815;-78811093;-9236053;862472;22894058;82711040
791698;339354999;330921800;-9271104;853819;22911048;22725969
791699;-446280780;-440072529;-9264145;842692;22907353;82394850
791700;264719364;261682001;-9250077;857207;22896814;23418214
791701;25298090;20937830;-9278523;858892;22895547;81354094
791702;-340608443;-333842193;-9272610;831022;22859720;24831193
791703;426325568;418348317;-9259818;871360;22898752;79611481
791704;-313242508;-311082901;-9265659;872166;22905173;26921856
791705;-14191078;-11866376;-9268377;842325;22882150;77216576
791706;294237414;286189747;-9287590;836637;22885171;29625049
791707;-449390715;-442675827;-9243613;872802;22883933;74247266
791708;314233113;310024226;-9265220;861640;22860142;32876893
791709;-42996322;-46215590;-9267225;871692;22879752;70727022
791710;-291680110;-285390596;-9244070;878690;22897984;36629380
791711;424057804;415676646;-9272878;861051;22855569;66753911
791712;-358966122;-355685516;-9273689;884987;22895948;40789431
791713;53959389;55101316;-9275306;841378;22848853;62469277
791714;241645623;234206468;-9269431;860288;22886045;45203293
791715;-441813064;-434751607;-9251020;861768;22871867;57946137
791716;355883541;350606058;-9241937;861661;22889181;49809570
791717;-110522752;-112536204;-9272836;854792;22877371;53299882
791718;-235944682;-230321774;-9257890;852633;22887176;54510280
791719;411262771;402617698;-9261111;854583;22863168;48617134
791720;-396219502;-391932659;-9264844;867093;22863441;59138534
791721;120554709;120462493;-9266355;850500;22847300;44007927
791722;182960836;176258312;-9283865;843767;22840494;63578752
791723;-423798498;-416561582;-9274649;848686;22848571;39650555
791724;388512170;382267562;-9250739;877789;22889344;67803814
791725;-175615910;-176399850;-9258248;860757;22878668;35616004
791726;-174743586;-169958071;-9255355;842487;22862626;71656896
791727;388194001;379487180;-9256422;857066;22867349;31953932
791728;-424139648;-418948599;-9267336;849544;22872166;75078638
791729;183909964;182563797;-9245555;868343;22872187;28851652
791730;119588168;113766331;-9270997;862451;22858922;77910114
791731;-395714385;-388548646;-9263859;840537;22829964;26341960
791732;411483404;404409365;-9236010;880115;22872217;80138978
791733;-236768076;-236305864;-9260718;871108;22876509;24432174
791734;-109594534;-105733465;-9261708;836488;22839261;81722043
791735;355344452;346767270;-9244620;869051;22869341;23200435
791736;-442047982;-436090423;-9263398;843370;22872179;82601275
791737;242509056;239955976;-9232900;866419;22882244;22700586
791738;52985143;48186440;-9295296;833536;22840810;82709589
791739;-358326638;-351410922;-9239769;877905;22874560;22934873
791740;424182570;416435020;-9254809;867955;22851494;82125585
791741;-292403520;-290734852;-9280456;865237;22852539;23899093
791742;-42043891;-39271765;-9252962;854579;22848110;80799688
791743;313597243;305380168;-9272951;845064;22853418;25533294
791744;-449409612;-442866261;-9244424;867089;22868714;78809450
791745;294937510;291207274;-9252428;860189;22854907;27832738
791746;-15182148;-18858568;-9261184;863573;22859972;76192964
791747;-312563532;-306034922;-9239202;862647;22863274;30774532
791748;426259985;418015786;-9256366;854400;22859746;72986807
791749;-341262890;-338433181;-9254395;869132;22874197;34241996
791750;26301418;27925166;-9257523;823142;22842372;69301563
791751;263889365;256187707;-9244787;886233;22909909;38124825
791752;-446178858;-439231125;-9276706;834286;22863069;65230054
791753;339916829;335060091;-9232686;851417;22885243;42375586
791754;-83225207;-85709371;-9282717;841075;22851379;60830033
791755;-259403511;-253454220;-9250956;866094;22881446;46892113
791756;417741435;409206630;-9245440;860731;22885486;56232068
791757;-382097975;-378183786;-9247880;855586;22883438;51580125
791758;93729540;94154833;-9267554;846916;22870289;51554560
791759;207589431;200560593;-9263790;863057;22883848;56229994
791760;-432361399;-425164091;-9256285;843106;22868774;46924070
791761;376321062;370474154;-9230638;864541;22894869;60806446
791762;-149493030;-150773128;-9277768;837606;22855112;42413188
791763;-200238690;-195095146;-9244817;860889;22887581;65225233
791764;398794312;390098210;-9276198;861431;22853333;38125512
791765;-413870097;-409062489;-9262011;882926;22891020;69324552
791766;158607633;157767040;-9251592;863769;22860083;34243840
791767;145932386;139711812;-9256622;860462;22886894;72989738
791768;-408313792;-401110737;-9254694;849787;22874845;30788761
791769;403347438;396601600;-9257109;851392;22882905;76176622
791770;-212439159;-212462796;-9291733;849557;22874470;27869977
791771;-136525870;-132257454;-9261098;855842;22871991;78812633
791772;369852292;361217450;-9246673;881314;22904371;25544849
791773;-435950566;-430283400;-9281770;843276;22867656;80831850
791774;219323447;217262754;-9251208;859054;22872900;23899204
791775;80399334;75167159;-9265582;869290;22870190;82113344
791776;-374653964;-367596787;-9262860;853260;22845994;22935735
791777;420266577;412794542;-9262016;864563;22864059;82699805
791778;-270493132;-269305681;-9274432;857399;22870604;22717085
791779;-69733260;-66518540;-9255274;864149;22874363;82575108
791780;331617838;323221380;-9302446;828821;22843033;23195033
791781;-447695048;-441378385;-9254924;874099;22890858;81738342
791782;274394167;271139997;-9271398;854997;22867136;24402099
791783;12703982;8555349;-9271526;857356;22876936;80153480
791784;-332130163;-325426747;-9237943;851908;22877380;26297241
791785;426698534;418629380;-9242888;852411;22875182;77882508
791786;-322261964;-319891891;-9255052;854472;22892992;28854651
791787;-1531306;585638;-9255227;842329;22871526;75039581
791788;285045145;277101179;-9266060;847590;22883545;31970931
791789;-448802897;-441976908;-9262455;828066;22872000;71691268
791790;322563758;318179793;-9248064;833544;22868842;35615731
791791;-55564966;-58553459;-9270621;828232;22858312;67837900
791792;-281839172;-275645448;-9241437;849028;22869162;39664452
791793;422468369;414025442;-9249258;863232;22859618;63617830
791794;-366518528;-363035968;-9280439;843072;22856413;44057450
791795;66458961;67368588;-9233749;865753;22865190;59125568
791796;231252096;223930922;-9278830;843366;22845329;48596992
791797;-439238276;-432140300;-9245713;867298;22869299;54518574
791798;362593715;357135347;-9244305;867285;22852531;53269550
791799;-122808870;-124583667;-9263808;880844;22861478;49819729
791800;-225018329;-219534045;-9253213;863040;22847820;57936721
791801;407738474;399071752;-9253457;874683;22860241;45211315
791802;-402108198;-397635306;-9261870;859690;22848691;62488853
791803;132557337;132262681;-9232046;877388;22859562;40767035
791804;171570589;165035016;-9256981;853491;22872465;66762449
791805;-419324727;-412095522;-9252160;849796;22863692;36639624
791806;393539332;387142971;-9240994;850892;22866816;70718519
791807;-187265497;-187819332;-9257446;835912;22862929;32903526
791808;-162947942;-158319680;-9226726;850060;22880951;74248635
791809;382755972;374079249;-9260612;846647;22876573;29634419
791810;-428231995;-422899643;-9259221;848861;22884535;77244514
791811;195140757;193581358;-9251716;849792;22866001;26915451
791812;107478941;101839385;-9265314;871377;22879116;79639078
791813;-389467153;-382331874;-9249664;858350;22858090;24864665
791814;414625156;407420386;-9237384;870481;22878980;81372189
791815;-247528968;-246835003;-9265288;865472;22857194;23465847
791816;-97227421;-93572292;-9251131;857591;22867507;82422114
791817;348250990;339742131;-9276701;861367;22867255;22765149
791818;-444167091;-438119108;-9234359;880947;22880174;82769117
791819;252733666;249934856;-9226453;871709;22876812;22797422
791820;40473514;35854242;-9259946;854190;22852036;82356232
791821;-350416268;-343560704;-9234205;849258;22860706;23560439
791822;425363771;417507242;-9236484;864025;22864140;81200512
791823;-302014101;-300123490;-9245175;869610;22863372;25055859
791824;-29357222;-26827626;-9219916;870856;22881757;79389742
791825;304951552;296780514;-9285120;841173;22851498;27182361
791826;-449603460;-442995332;-9250939;867584;22860164;76932974
791827;303884083;299916326;-9229102;861572;22868134;29944174
791828;-27838267;-31308578;-9247846;881207;22871150;73880930
791829;-303176682;-296772390;-9246126;847530;22850726;33272089
791830;425566387;417227293;-9240328;865139;22859699;70301661
791831;-349454971;-346435144;-9281143;850103;22861009;37094208
791832;38929425;40305800;-9220347;882952;22901333;66310958
791833;253968200;246370265;-9258922;859421;22874073;41245051
791834;-444410628;-437408046;-9242619;874167;22855752;61992669
791835;347343756;342274867;-9228526;874764;22876663;45695837
791836;-95618837;-97919735;-9280721;850824;22844834;57444608
791837;-248842372;-243069294;-9240345;879953;22885913;50328405
791838;415023001;406401779;-9273028;854122;22890867;52767108
791839;-388699336;-384632166;-9264098;855180;22882888;55041305
791840;105961617;106145740;-9240379;881280;22896430;48081804
791841;196548518;189652053;-9292023;856209;22887923;59647940
791842;-428650734;-421464891;-9234926;901469;22926062;43541371
791843;382076245;376036411;-9267933;863334;22879300;64067763
791844;-161432989;-162497813;-9271765;864558;22889992;39217028
791845;-188754926;-183758468;-9247773;882376;22903466;68274786
791846;394190937;385467413;-9263692;879594;22884036;35208285
791847;-418742873;-413749546;-9265292;866009;22880221;72084014
791848;170199803;169129373;-9245713;872000;22890517;31625826
791849;134082636;128038126;-9259639;870293;22888401;75420322
791850;-402777454;-395601053;-9259968;853836;22856085;28576580
791851;407258752;400358344;-9243635;871377;22879057;78186496
791852;-223568260;-223374609;-9283165;851191;22851366;26095534
791853;-124330747;-120254536;-9246280;858099;22876113;80352780
791854;363475882;354886378;-9241587;881608;22887961;24241774
791855;-438910946;-433116437;-9271641;859225;22862980;81848627
791856;229975372;227682188;-9262954;851976;22870685;23095957
791857;68027793;62978577;-9255479;865467;22903889;82632836
791858;-367409493;-360408814;-9240819;858670;22893504;22686651
791859;422260838;414641339;-9227515;876305;22916979;82657322
791860;-280590937;-279176068;-9267686;850624;22875080;22988629
791861;-57164078;-54159709;-9243763;851588;22867835;82003822
791862;323603908;315289365;-9255675;856917;22906483;24034346
791863;-448676595;-442256008;-9257113;866739;22904379;80625309
791864;283919274;280444957;-9235353;848533;22903552;25738871
791865;97109;-3832157;-9256861;864968;22905527;78545271
791866;-323360584;-316754060;-9235259;859886;22909969;28125495
791867;426773145;418587131;-9248243;847261;22912046;75848123
791868;-331012454;-328477154;-9233553;872567;22914824;31129745
791869;11146086;12998267;-9219302;867182;22891601;72591889
791870;275632068;267773853;-9280021;843532;22879910;34622451
791871;-447804083;-440948531;-9234244;873233;22896277;68887897
791872;330619733;325985216;-9267409;830592;22838907;38581550
791873;-68110856;-70896896;-9265433;858662;22865975;64751816
791874;-271763801;-265713894;-9221162;868910;22895684;42875409
791875;420550489;412026944;-9256930;857032;22870677;60300155
791876;-373724381;-370083485;-9257860;850790;22867895;47408396
791877;78927483;79600977;-9234952;859370;22850828;55678856
791878;220635127;213423257;-9266086;847645;22862331;52047581
791879;-436293606;-429197303;-9219656;859592;22878199;51019575
791880;369071321;363398963;-9227161;880524;22901952;56706534
791881;-134957486;-136524578;-9286080;839906;22854122;46411046
791882;-213847244;-208528123;-9238421;858043;22896371;61323212
791883;403902220;395202193;-9254877;866193;22893282;41909218
791884;-407671112;-403024750;-9248627;865698;22894685;65687872
791885;144475596;143909717;-9225651;877905;22906730;37677128
791886;160005717;153585062;-9267332;861755;22884488;69733085
791887;-414493102;-407294732;-9232712;878203;22885905;33845401
791888;398205969;391617664;-9231799;878024;22897774;73353757
791889;-198770282;-199090752;-9287927;823010;22852953;30449664
791890;-151022894;-146561604;-9207705;873830;22903394;76494310
791891;377109478;368440076;-9263419;858483;22870139;27560055
791892;-431953348;-426466692;-9257228;856000;22872076;79071138
791893;206240226;204440456;-9203886;893030;22898286;25320580
791894;95239069;89786990;-9257378;865851;22900906;80983705
791895;-382881070;-375785241;-9237371;873736;22884753;23765371
791896;417415082;410054084;-9252398;862801;22853683;82209028
791897;-258051827;-257137467;-9254545;863837;22868394;22886788
791898;-84746231;-81290961;-9230771;859494;22884761;82731886
791899;340895475;332421691;-9239300;866760;22899502;22711547
791900;-445956727;-439797632;-9263731;857710;22881117;82530828
791901;262708480;259689143;-9258350;866005;22878600;23276710
791902;27842308;23426073;-9268232;876147;22883392;81557845
791903;-342343598;-335542681;-9258218;856597;22861141;24580608
791904;426200750;418241058;-9261077;859980;22875225;79910741
791905;-311365969;-309246805;-9260411;870498;22882525;26588445
791906;-16718391;-14360571;-9237341;863633;22872772;77644185
791907;296083746;288030169;-9275460;865186;22856392;29198984
791908;-449459694;-442733875;-9257954;862664;22863633;74752196
791909;312531938;308358318;-9235635;870502;22870161;32365201
791910;-40423620;-43706619;-9260505;862754;22866816;71299067
791911;-293628825;-287336823;-9268663;836450;22845239;36059323
791912;424338423;415940130;-9234730;865868;22866577;67379468
791913;-357375424;-354147831;-9249826;851430;22894020;40140381
791914;51478963;52641173;-9226333;876313;22898700;63141239
791915;243811050;236322269;-9256571;867144;22891392;44515630
791916;-442303756;-435262020;-9243780;860185;22872328;58652642
791917;354417715;349162163;-9251669;856814;22873053;49111842
791918;-108027891;-110109376;-9247786;880742;22889036;53999364
791919;-238153702;-232516531;-9272119;856793;22872465;53800917
791920;411953949;403297254;-9263953;840183;22875345;49301986
791921;-394946982;-390707584;-9248785;852168;22897024;58459968
791922;118116330;118056721;-9252121;820714;22866436;44714124
791923;185283268;178525934;-9252061;848810;22898363;62967735
791924;-424639820;-417443187;-9246135;827532;22881979;40321472
791925;387467780;381252936;-9263995;824682;22873608;67204369
791926;-173224379;-174044650;-9249625;843648;22895616;36235904
791927;-177107033;-172280921;-9253482;826901;22879705;71138060
791928;389220185;380511731;-9253815;865024;22893162;32508535
791929;-423245077;-418092829;-9269192;843993;22865518;74604049
791930;181610385;180301512;-9254865;851046;22841531;29295594
791931;122032631;116163289;-9263897;859485;22852868;77520964
791932;-396943833;-389782033;-9242244;868514;22852684;26672264
791933;410807125;403762786;-9253316;869879;22860667;79837252
791934;-234551752;-234114961;-9275814;840469;22830749;24678229
791935;-112107097;-108205495;-9249915;856166;22846903;81516851
791936;356735411;348189000;-9264716;864426;22850905;23328494
791937;-441518297;-435591897;-9248861;854340;22855244;82518860
791938;240438937;237923460;-9232601;857625;22869090;22735372
791939;55510267;50653632;-9241975;877708;22881553;82734933
791940;-359910195;-352959837;-9274197;834355;22825851;22857514
791941;423891498;416155554;-9232588;884637;22870357;82230156
791942;-290422515;-288809314;-9254280;832887;22879313;23720277
791943;-44577676;-41773137;-9261154;818466;22851729;81054515
791944;315325358;307067656;-9248981;852147;22904072;25260104
791945;-449307127;-442798472;-9239296;867690;22875874;79189670
791946;293122858;289427989;-9265352;841962;22864887;27465740
791947;-12579123;-16307204;-9275485;857937;22899118;76623773
791948;-314349132;-307823082;-9258491;845828;22883165;30305604
791949;426415680;418149802;-9230784;865237;22902007;73487560
791950;-339562146;-336803084;-9254685;852066;22900168;33679633
791951;23746261;25402752;-9229930;870720;22898218;69873540
791952;265948812;258208136;-9260893;853969;22868352;37523865
791953;-446460680;-439528247;-9252936;845691;22863701;65876283
791954;338405691;333576759;-9245952;858218;22853845;41733418
791955;-80647645;-83205900;-9251763;869926;22845559;61516727
791956;-261491012;-255552533;-9214003;891012;22874227;46217536
791957;418331886;409745523;-9266850;850329;22831778;56924625
791958;-380698743;-376857211;-9250286;867140;22868369;50858824
791959;91267874;91716782;-9227409;872908;22860445;52249049
791960;209802363;202730658;-9247722;867729;22865262;55519368
791961;-433052885;-425896093;-9271953;829755;22829465;47597546
791962;375157277;369302720;-9237789;859763;22871146;60104627
791963;-147073604;-148417753;-9240567;869632;22876283;43027524
791964;-202570986;-197389149;-9224499;866521;22883682;64534958
791965;399669990;390970184;-9265591;832605;22874120;38746978
791966;-412907221;-408116949;-9246749;868718;22906009;68711116
791967;156247150;155448366;-9235643;858828;22877026;34786299
791968;148285376;142056187;-9265053;868377;22896059;72477013
791969;-409414233;-402211857;-9231842;876019;22903901;31278186
791970;402533196;395801753;-9268573;844945;22879436;75738402
791971;-210138624;-210218636;-9260484;880870;22902199;28286933
791972;-139017169;-134735850;-9255957;846570;22887837;78462724
791973;371072042;362416503;-9246779;863953;22901188;25839923
791974;-435382553;-429749546;-9243357;870331;22890487;80546636
791975;217094651;215074538;-9238796;868625;22880153;24096721
791976;82907084;77642295;-9257655;872896;22888008;81981350
791977;-376041804;-368978568;-9274389;837981;22844019;23060027
791978;419822220;412359304;-9258359;865100;22872384;82678016
791979;-268454246;-267316915;-9265075;848994;22883588;22693230
791980;-72295641;-69061742;-9213627;880243;22898833;82641002
791981;333232640;324795468;-9265728;853124;22862169;23084339
791982;-447435703;-441136149;-9260659;850436;22862361;81893350
791983;272470523;269219648;-9247304;858099;22899532;24179123
791984;15262651;11050624;-9239718;880669;22918161;80449156
791985;-333882551;-327167752;-9240776;873762;22886246;26007372
791986;426646237;418589004;-9267063;853090;22849344;78291707
791987;-320444642;-318145066;-9253299;872802;22889518;28472955
791988;-4104115;-1966519;-9233774;870647;22859968;75525384
791989;286937053;278947784;-9276795;831842;22864302;31498466
791990;-448909154;-442156829;-9233570;892010;22906107;72229657
791991;320908501;316511547;-9239586;857386;22889847;35040554
791992;-53004838;-56055581;-9250726;861661;22883464;68448870
791993;-283818333;-277650692;-9234807;870387;22888204;39054779
791994;422891835;414419293;-9248307;858542;22859187;64264392
791995;-364926929;-361519722;-9240209;890065;22922858;43381777
791996;63952298;64911453;-9233006;870250;22913655;59822400
791997;233424644;226051788;-9273408;850939;22900014;47902924
791998;-439799586;-432719411;-9235724;868023;22875541;55222131
791999;361235264;355791850;-9226346;869952;22865083;52581094
792000;-120325256;-122157905;-9246233;869205;22850841;50534114
792001;-227250308;-221743752;-9236689;853307;22862805;57222318
792002;408502912;399812125;-9243532;866935;22870668;45863436
792003;-400913582;-396507259;-9257314;854958;22865949;61812189
792004;130131306;129849578;-9255914;846958;22847360;41404582
792005;173952567;167352055;-9274978;849664;22847381;66123272
792006;-420221418;-413022387;-9250679;860428;22857493;37241386
792007;392497006;386130026;-9243699;873809;22871692;70112341
792008;-184942754;-185524023;-9267528;844462;22852241;33412842
792009;-165341700;-160684403;-9224157;878003;22889937;73727620
792010;383973576;375254596;-9236394;864149;22856605;30067396
792011;-427350647;-422056064;-9264797;847974;22821888;76807308
792012;192913796;191386363;-9251963;860177;22824204;27268757
792013;109954197;104275485;-9275899;858368;22822084;79286208
792014;-390766425;-383628407;-9266513;849143;22808085;25105570
792015;414003464;406805004;-9236829;876202;22849395;81119918
792016;-245320260;-244688034;-9280896;846574;22826508;23616243
792017;-99724177;-96036514;-9239842;871108;22852680;82278570
792018;349773243;341215296;-9244718;870084;22846382;22807441
792019;-443745352;-437717213;-9273804;828787;22820893;82746308
792020;250694835;247935517;-9235165;865489;22853708;22727650
792021;43036309;38360362;-9251848;871560;22877900;82443392
792022;-352053994;-345195281;-9243891;861380;22864149;23383795
792023;425158929;417288081;-9248072;865672;22874628;81391778
792024;-300068066;-298253977;-9285772;854916;22856234;24768712
792025;-31954606;-29355690;-9241510;862374;22853606;79682274
792026;306741572;298546551;-9239091;874483;22904115;26800332
792027;-449579289;-443004979;-9259677;854809;22884846;77334417
792028;302093393;298155140;-9236608;864806;22910967;29493431
792029;-25217996;-28762086;-9287709;836966;22861491;74388262
792030;-305071146;-298661320;-9219387;875712;22920362;32753745
792031;425719970;417383991;-9258325;866905;22881864;70871283
792032;-347818564;-344838532;-9250474;883686;22903709;36493482
792033;36357708;37788736;-9249011;867908;22886792;66939801
792034;256049356;248409075;-9270263;849732;22896302;40605371
792035;-444760034;-437780087;-9270374;855509;22879957;62659276
792036;345845081;340817924;-9265305;854446;22890491;45008452
792037;-93162845;-95501461;-9263761;876151;22905565;58133862
792038;-251032571;-245220347;-9205294;883609;22928494;49620066
792039;415605687;406981009;-9251601;857898;22886080;53459413
792040;-387408226;-383387127;-9274858;850811;22877559;54310749
792041;103474321;103684454;-9217817;869858;22907080;48792499
792042;198756514;191828710;-9277785;835456;22885184;58955148
792043;-429448934;-422266474;-9237636;860565;22897847;44236467
792044;380911739;374893132;-9214165;881198;22926084;63436650
792045;-159040256;-160148765;-9255061;851050;22896691;39854365
792046;-191111778;-186091980;-9246766;847406;22901256;67659942
792047;395106965;386402679;-9269875;847274;22892757;35776819
792048;-417844509;-412877486;-9246596;875933;22924701;71537211
792049;167777399;166754060;-9231910;873749;22915212;32111987
792050;136460288;130385412;-9275686;842760;22874342;74929032
792051;-403935219;-396748932;-9238297;847995;22878318;28988215
792052;406517960;399630515;-9247500;854054;22872622;77808588
792053;-221304170;-221174246;-9240951;860091;22874935;26441881
792054;-126846003;-122744183;-9249096;846647;22869589;80078276
792055;364752840;356125734;-9263624;839884;22859810;24486698
792056;-438365166;-432612842;-9243144;871560;22897160;81669841
792057;227808541;225553783;-9253504;839936;22860578;23229068
792058;70562926;65484027;-9260151;857169;22876087;82575509
792059;-368898798;-361902950;-9222920;874321;22916829;22722551
792060;421881437;414279176;-9239095;845998;22884697;82705429
792061;-278545600;-277180774;-9245858;871931;22891899;22927462
792062;-59717943;-56668002;-9235123;859298;22873036;82159957
792063;325213529;316893661;-9232251;894732;22904503;23833152
792064;-448537271;-442111261;-9230045;870156;22882867;80880763
792065;281949196;278520213;-9246250;865698;22858410;25449100
792066;2616068;-1365346;-9260309;851908;22877636;78918784
792067;-325191803;-318545369;-9225873;857894;22902080;27756185
792068;426745629;418613111;-9216614;893657;22896482;76302408
792069;-329296477;-326749538;-9257975;876812;22875127;30662092
792070;8532266;10493004;-9251106;871027;22862540;73153821
792071;277499656;269641173;-9249156;870062;22880746;34093644
792072;-448066892;-441198105;-9227101;884497;22887377;69466653
792073;328988765;324431436;-9240844;866197;22867810;37960401
792074;-65597166;-68403366;-9244962;874530;22897476;65397546
792075;-273841096;-267743257;-9219784;883865;22908194;42204066
792076;420975893;412481109;-9255475;855769;22856533;60982387
792077;-372301678;-368662242;-9268736;864772;22866713;46698880
792078;76391620;77128878;-9240989;873186;22861393;56400729
792079;222773171;215558604;-9273450;854075;22861341;51354278
792080;-436958724;-429805849;-9223296;910468;22889783;51747157
792081;367738278;362151680;-9253568;870958;22890184;56009766
792082;-132556923;-134131127;-9270442;844343;22865728;47089002
792083;-216138052;-210757209;-9237346;886007;22896072;60634009
792084;404709841;396033915;-9252258;911470;22898069;42559744
792085;-406565533;-401943709;-9241659;888827;22910382;65058176
792086;142073284;141586180;-9251532;853602;22868740;38311462
792087;162321190;155907528;-9259916;869273;22893435;69162107
792088;-415565990;-408328405;-9241467;870071;22864516;34394099
792089;397240541;390729655;-9253764;845397;22856635;72854357
792090;-196493107;-196846135;-9256989;873041;22877013;30912221
792091;-153435255;-148936473;-9257561;848759;22848311;76084014
792092;378299852;369614323;-9238958;855219;22870502;27969847
792093;-431251123;-425781610;-9241719;872256;22890504;78740697
792094;203949431;202210560;-9247803;856768;22868774;25612347
792095;97674995;92186393;-9262745;856597;22869994;80738611
792096;-384315255;-377172782;-9217826;889369;22906956;23954935
792097;416862498;409555059;-9245678;867784;22873796;82079901
792098;-255931694;-255057241;-9259174;857425;22857894;22981457
792099;-87321011;-83823453;-9233331;877388;22875042;82701926
792100;342395349;333933137;-9249322;874180;22888627;22706978
792101;-445671816;-439515584;-9238280;874688;22888849;82607539
792102;260707187;257742156;-9245678;861026;22888507;23151091
792103;30428326;25983910;-9241425;889348;22911880;81751914
792104;-343968200;-337135065;-9231411;878685;22908889;24353971
792105;426063270;418130820;-9256217;857216;22896379;80213836
792106;-309472699;-307414574;-9253964;880669;22906598;26238016
792107;-19291379;-16881169;-9255995;851946;22870246;78019148
792108;297897676;289826478;-9251724;861576;22919573;28771618
792109;-449532266;-442839069;-9256358;847415;22912622;75219703
792110;310777437;306651460;-9243878;847517;22904657;31863718
792111;-37868800;-41169757;-9252130;851195;22908125;71838924
792112;-295583692;-289262348;-9244723;857437;22899618;35484996
792113;424631735;416246297;-9244765;846886;22892326;67992021
792114;-355787579;-352584601;-9257425;833092;22892812;39518587
792115;48904512;50121612;-9224187;861286;22889216;63795882
792116;245862318;238340288;-9266918;846510;22884509;43858210
792117;-442745655;-435711308;-9238365;846971;22884603;59330956
792118;353051204;347843618;-9231368;875434;22902220;48417745
792119;-105491114;-107599714;-9291797;847795;22873826;54693188
792120;-240312392;-234647671;-9238920;864268;22898184;53077661
792121;412594956;403952622;-9255680;847394;22874615;49972821
792122;-393726758;-389518007;-9266858;841928;22875212;57736712
792123;115640750;115639616;-9246446;849847;22883758;45358054
792124;187613819;180853354;-9240810;871688;22910583;62270041
792125;-425448725;-418242269;-9257817;866231;22888110;40950860
792126;386436096;380262195;-9242291;861324;22889792;66580522
792127;-170832136;-171698248;-9261644;858798;22883532;36792635
792128;-179517034;-174649685;-9245900;838835;22895082;70550634
792129;390225608;381516428;-9258137;834035;22894549;33016460
792130;-422391893;-417264392;-9250781;859037;22897305;74092313
